mukey,n
262348,75
262365,1
262367,2
262368,4
262384,40
262387,55
262390,269
262397,5
262398,12
262404,2
262408,5
262411,7
262413,13
262414,184
262416,3
262417,17
262418,6
262420,6
262421,24
262422,18
262423,54
262424,1
262425,49
262427,76
262428,2
262429,4
262431,8
262432,8
262775,37
262781,88
262783,506
262785,21
262786,40
262787,23
262788,152
262789,40
262791,114
262797,43
262800,13
262801,3
262809,75
262810,3
262812,71
262813,28
262814,5
262815,48
262817,34
262818,42
262819,5
262820,25
262823,67
262824,118
262825,49
262826,164
262827,227
262828,144
262830,187
262831,10
262832,73
262834,23
262835,2
262836,10
262838,27
262839,10
262840,94
262841,7
262933,30
262958,109
262974,18
262986,8
262987,3
263012,60
263041,41
263046,21
263058,23
263160,25
263161,160
263162,23
263165,354
263166,229
263167,31
263182,124
263185,172
263188,231
263189,73
263192,19
263193,13
263202,88
263203,28
263216,110
263221,86
263222,223
263229,36
263348,53
263350,11
263358,6
263360,12
263371,13
263372,231
263385,94
263390,305
263404,288
263406,13
263414,4
263416,8
263427,25
263432,7
263438,49
263441,64
263444,24
263452,25
263454,11
263468,25
263472,2
263473,4
263476,12
263481,34
263482,73
263484,24
263485,1
263488,1
263490,2
263492,38
263497,19
263499,8
263545,34
263550,6
263557,66
263565,2
263566,7
263567,2
263585,56
268344,42
268401,3
268402,1
268409,1
268412,2
271299,62
271300,30
271301,5
271302,9
271303,52
271304,125
271305,4
271306,4
271310,8
271313,89
271314,131
271315,69
271316,6
271321,3
271349,14
271418,11
271425,23
271430,67
271431,55
271433,1
271434,3
271435,12
271438,86
271439,21
271440,32
271441,201
271442,27
271443,66
271444,74
271445,192
271446,13
271451,3
271452,7
271453,2
271454,3
271456,44
271457,42
271466,8
271471,11
271472,22
271476,1
271480,1
271481,21
271494,142
271495,45
271496,24
271503,25
271533,1
271541,12
271544,99
271551,9
271553,2
271561,3
271564,32
271565,1
271579,4
271591,10
272442,14
272443,80
272444,142
272445,14
272446,2
272447,51
272449,63
272451,20
272452,5
272453,5
272454,66
272455,19
272456,16
272458,398
272459,168
272460,64
272461,72
272464,50
272465,27
272466,420
272467,3
272469,50
272471,144
272472,86
272473,58
272474,21
272475,336
272476,58
272477,11
272478,13
272479,34
272480,107
272484,37
272485,23
272486,7
272487,393
272489,9
272490,5
272491,1
272492,18
272493,446
272494,49
272496,1
272498,106
272499,19
272500,21
272501,6
272502,3
272503,44
272504,4
272505,43
272506,7
272507,2
272508,4
272510,4
272511,11
272512,9
272513,15
272514,15
272515,194
272516,49
272517,38
272518,30
272519,14
272520,45
272521,222
272522,61
272523,28
272524,28
272525,182
272526,25
272527,40
272528,232
272529,267
272530,100
272531,21
272532,3
272533,15
272534,42
272535,13
272536,137
272537,71
272538,104
272539,242
272540,4
272541,13
272542,18
272543,11
272544,50
272545,292
272546,51
272547,9
272548,5
272549,83
272550,13
272551,37
272552,26
272553,132
272554,535
272555,135
272556,9
272557,218
272558,53
272559,22
272560,12
272561,100
272562,33
272563,90
272564,50
272565,23
272566,356
272567,94
272568,43
272569,17
272570,139
272571,123
272572,116
272573,27
272574,259
272575,93
272576,18
272577,249
272578,37
272579,55
272580,57
272581,13
272582,26
272583,86
272584,25
272585,28
272586,33
272587,17
272588,153
272589,250
272590,123
272591,10
272592,61
272593,5
272594,46
272595,25
272596,14
272597,181
272598,16
272599,118
272600,20
272601,5
272602,38
272603,179
272604,77
272605,68
272606,86
272607,20
272608,45
272609,4
272610,2
272611,79
272612,11
272614,4
272615,19
272616,117
272617,182
272618,42
272619,11
272620,7
272621,9
272622,8
272623,23
272624,14
272625,11
272627,47
272628,19
272629,30
272630,3
272631,182
272632,176
272633,127
272634,44
272635,22
272637,27
272639,45
272640,278
272641,79
272642,11
272643,22
272644,3
272645,24
272646,227
272647,139
272648,445
272649,108
272650,6
272651,104
272652,50
272653,12
272654,102
272655,279
272656,72
272658,85
272659,447
272660,147
272661,57
272662,826
272663,264
272664,33
272665,22
272666,38
272667,123
272668,42
272669,235
272670,25
272671,9
272672,25
272673,6
272674,3
272675,124
272676,9
272677,14
272678,5
272680,74
272681,23
272682,265
272683,88
272684,16
272685,169
272686,80
272687,34
272688,6
272689,1
272690,278
272691,25
272692,11
272693,22
272694,450
272695,685
272696,250
272697,94
272698,17
272699,79
272700,165
272701,21
272702,5
272703,3
272705,50
272706,15
272707,16
272708,45
278182,17
286791,1
286800,3
286801,7
286808,1
286809,1
286816,3
286827,1
286833,1
286834,1
286835,1
286838,3
286839,6
286840,1
286842,1
286843,2
286846,2
286847,1
286861,55
286862,16
286863,25
286864,1
286865,4
286866,16
286867,24
286871,5
286872,15
286873,16
286874,38
286875,44
286877,102
286878,8
286879,33
286880,4
286881,33
286882,3
286883,4
286884,38
286885,46
286886,29
286887,15
286888,21
286889,24
286890,3
286891,36
286892,45
286893,124
286894,66
286895,5
286896,15
286897,7
286900,4
286901,11
286902,44
286903,24
286904,2
286905,9
286906,6
286907,22
286908,16
286911,3
286912,20
286913,6
286915,33
286917,1
286918,9
286919,5
286920,10
286921,2
286922,7
286923,16
286924,5
286925,88
286926,1
286929,12
286930,6
286931,9
286932,4
286934,16
286935,40
286936,3
286937,4
286938,1
286939,7
286940,16
286941,1
286942,5
286943,15
286944,92
286945,30
286946,201
286947,121
286948,8
286949,36
286950,16
286954,12
286955,2
286956,11
286957,5
286958,1
286961,13
286962,16
286963,13
286969,120
286970,143
286971,3
286975,1
286995,15
286996,10
286997,28
286998,8
286999,3
287001,3
287002,94
287003,23
287005,14
287006,5
287007,57
287008,11
287010,2
287011,3
287013,49
287018,35
287019,43
287020,46
287021,2
287029,28
287030,5
287031,14
287032,4
287035,1
287039,69
287040,24
287049,13
287050,10
287051,2
287052,5
287053,20
287054,13
287060,106
287061,78
287063,105
287067,98
287068,7
287082,15
287083,1
287084,12
287085,1
287086,3
287088,37
287089,5
287090,1
287102,220
287103,254
287104,14
287105,37
287108,20
287109,22
287113,62
287114,52
287115,15
287119,10
287120,1
287121,9
287122,7
287123,1
287133,95
287134,135
287135,46
287136,23
287137,56
287139,38
287140,9
287145,67
287146,82
287147,14
287149,2
287152,6
287154,1
287156,3
287157,8
287158,38
287159,118
287160,3
287161,11
287162,64
287165,30
287166,98
287167,45
287168,636
287169,18
287170,9
287171,69
287172,3
287173,42
287174,29
287175,6
287176,1
287177,35
287178,7
287179,10
287180,132
287181,51
287182,23
287183,6
287185,14
287186,3
287187,2
287188,2
287189,207
287190,1
287191,146
287192,96
287193,3
287194,7
287195,106
287196,5
287197,30
287198,2
287199,8
287200,65
287201,56
287202,41
287203,18
287204,47
287205,18
287206,11
287207,6
287208,186
287209,97
287210,95
287211,37
287212,115
287213,1
287214,30
287215,192
287216,9
287217,11
287218,1
287219,128
287220,100
287221,11
287222,52
287223,56
287224,11
287225,28
287226,257
287227,16
287228,1
287229,65
287230,7
287231,2
287232,105
287233,7
287234,28
287235,5
287236,15
287237,76
287238,187
287239,7
287240,260
287241,52
287242,157
287243,78
287244,3
287248,5
287249,2
287256,2
287280,1
287291,1
287297,1
287298,1
287527,4
287532,45
287533,3
287534,3
287535,2
287536,16
287537,9
287538,5
287539,9
287541,2
287542,4
287544,29
287545,6
287546,4
287547,6
287548,4
287549,2
287552,1
287554,3
287556,2
287558,2
287560,18
287561,8
287562,15
287563,7
287566,3
287567,1
287568,6
287569,5
287570,4
287571,34
287573,1
287574,2
287575,1
287576,13
287577,4
287578,1
287580,1
287581,2
287582,6
287583,9
287584,2
287585,20
287586,32
287587,4
287588,5
287589,1
287590,2
287591,1
287592,10
287595,3
287597,1
287598,8
287599,20
287600,1
287603,7
287737,17
287739,6
287740,12
287741,21
287742,18
287743,28
287744,9
287745,25
287746,16
287748,9
287749,2
287750,26
287751,4
287752,1
287753,120
287754,71
287755,61
287756,12
287757,28
287758,1
287759,106
287760,13
287761,39
287763,8
287765,1
287766,95
287767,17
287768,1
287769,11
287771,1
287772,3
287773,45
287774,1
287776,86
287777,1
287778,32
287779,7
287780,81
287781,1215
287782,418
287783,5
287784,2
287785,517
287786,182
287788,11
287789,5
287790,2
287791,37
287792,184
287793,10
287794,79
287795,34
287796,4
287798,8
287799,4
287800,134
287801,11
287802,7
287804,6
287805,6
287806,18
287807,3
287808,71
287809,7
287810,5
287812,4
287813,2
287814,1
287815,394
287816,2
287819,2
287820,10
287821,3
287943,1
287944,5
287947,3
287948,15
287949,8
287952,2
287953,1
287954,6
287955,21
287956,531
287957,160
287958,121
287959,7
287960,16
287961,8
287965,12
287966,4
287967,11
287968,15
287969,28
287970,11
287971,12
287972,61
287973,14
287974,29
287975,140
287976,58
287977,49
287978,10
287981,11
287982,2
287984,12
287985,12
287986,22
287987,8
287989,5
287990,13
287991,1
287993,126
287994,33
287997,3
287999,4
288000,10
288001,12
288002,21
288003,7
288004,22
288005,6
288008,9
288010,8
288011,3
288012,2
288015,1
288016,1
288017,8
288018,3
288019,5
288020,2
288021,1
288023,1
288027,9
288028,4
288029,11
288030,28
288031,21
288032,6
288033,23
288034,10
288035,4
288038,48
288039,12
288041,2
288042,4
288045,2
288046,1
288047,5
288048,15
288049,22
288050,1
288051,14
288052,3
288054,5
288055,2
288057,3
288062,5
288063,146
288064,192
288066,4
288067,4
288069,13
288070,9
288071,16
288072,9
288073,141
288074,43
288076,85
288077,17
288090,2
288091,12
288092,26
288093,43
288095,16
288096,3
288097,9
288098,18
288101,2
288102,6
288103,47
288104,18
288107,1
288108,1
288109,8
288110,5
288111,30
288112,30
288113,1
288114,1
288115,1
288116,12
288117,65
288118,35
288119,126
288120,62
288121,27
288124,11
288125,1
288126,17
288127,34
288128,218
288129,373
288130,16
288132,2
288133,11
288134,20
288135,49
288136,366
288137,33
288138,21
288139,194
288140,143
288141,34
288142,50
288143,2
288144,9
288145,128
288146,58
288147,59
288148,37
288149,5
288150,51
288151,23
288152,122
288153,23
288155,3
288156,39
288157,19
288158,3
288159,39
288160,4
288161,12
288162,2
288163,26
288164,52
288165,9
288166,45
288167,2
288168,131
288169,2
288170,1
288171,5
288172,6
288173,12
288174,9
288175,20
288176,37
288177,9
288178,48
288179,18
288180,14
288181,53
288182,14
288183,2
288184,26
288185,14
288186,14
288187,11
288188,52
288189,46
288191,159
288192,116
288193,3
288194,36
288195,4
288197,30
288198,171
288199,29
288200,14
288201,46
288203,15
288204,54
288205,70
288206,5
288207,17
288208,98
288209,15
288210,207
288211,226
288212,133
288213,52
288305,83
288306,220
288307,63
288308,3
288309,6
288310,39
288311,5
288312,15
288313,4
288314,8
288315,77
288316,2
288318,2
288321,121
288322,52
288323,10
288324,30
288325,15
288326,4
288327,28
288329,16
288330,2
288331,3
288332,2
288333,6
288334,4
288335,45
288336,71
288337,33
288338,4
288339,63
288340,12
288341,2
288342,1
288344,63
288345,20
288346,19
288348,3
288349,12
288350,2
288351,2
288352,28
288353,4
288354,19
288355,34
288356,9
288357,6
288358,10
288359,39
288360,12
288361,4
288362,1
288363,9
288364,3
288365,35
288366,331
288367,370
288369,20
288370,38
288371,2
288372,20
288373,8
288374,139
288375,12
288376,11
288378,14
288379,1
288381,3
288382,83
288383,41
288384,2
288385,37
288386,6
288387,3
288389,41
288390,6
288391,10
288392,45
288393,74
288395,3
288396,10
288397,15
288398,13
288399,33
288400,4
288402,4
288403,33
288404,1
288406,26
288409,10
288410,193
288411,9
288412,13
288416,31
288417,1
288418,45
288419,26
288420,18
288421,7
288422,11
288423,15
288424,32
288425,4
288426,6
288427,2
288429,36
288430,10
288431,2
288432,34
288433,4
288434,2
288436,3
288437,36
288438,18
288439,3
288440,36
288441,2
288442,2
288445,16
288446,10
288448,66
288449,55
288451,15
288452,2
288454,3
288456,4
288457,3
288459,7
288461,58
288463,28
288464,24
288465,5
288467,4
288468,12
288469,40
288470,5
288471,3
288472,8
288473,2
288474,46
288475,161
288476,1
288477,2
288478,11
288479,11
288480,2
288481,4
288482,14
288483,3
288486,66
288487,149
288488,52
288489,126
288490,62
288491,3
288492,10
288493,5
288495,56
288496,7
288497,1
288498,80
288499,4
288502,16
288503,60
288504,145
288507,12
288508,52
288509,13
288510,15
288511,5
288512,1
298063,715
298734,13
298735,4
298736,19
298737,31
298738,32
298741,539
298742,599
298743,90
298744,22
298745,10
298747,4
298748,23
298749,20
298754,1
298755,24
298759,4
298760,3
298761,5
298762,2
298763,5
298764,9
298765,15
298770,8
298773,10
298774,5
298777,11
298778,20
298779,22
298780,9
298781,5
298782,1
298783,3
298784,4
298788,8
298789,2
298790,7
298791,2
298792,8
298794,11
298795,11
298796,3
298797,18
298798,20
298799,1
298800,43
298801,23
298802,15
298804,4
298805,3
298808,2
298809,3
298811,3
298812,6
298813,1
298815,1
298816,46
298817,152
298819,155
298820,91
298821,23
298824,2
298827,8
298828,2
298829,7
298839,1
298841,5
298844,1
298845,23
298846,46
298847,3
298848,5
298849,6
298851,19
298853,9
298858,3
298859,5
298860,1
298861,95
298862,43
298863,7
298864,21
298865,3
298866,5
298867,12
298869,1
298870,5
298871,3
298872,9
298873,37
298874,46
298875,7
298876,3
298879,12
298884,126
298888,6
298889,23
298890,10
298891,25
298892,3
298893,7
298894,3
298897,2
298898,1
298900,3
298901,1
298902,1
298904,13
298905,763
298906,2
298907,5
298909,2
298911,7
298913,158
298914,5
298915,21
298916,23
298917,2
298918,17
298919,64
298921,4
298922,1
298923,11
298927,7
298928,133
298929,142
298930,5
298932,19
300148,4
300192,1
319843,17
341604,1
341606,2
341616,7
342099,1
342130,1
342132,1
352160,6
352162,393
352165,53
352171,720
352174,2
352178,1
352179,4
352181,71
352183,11
352184,3
352185,5
352194,70
352195,2
352196,1
352201,14
352206,13
352207,114
352208,10
352215,744
352217,217
352219,61
352220,10
352221,15
352227,30
352228,1
352231,452
352236,6
352240,22
352244,11
352245,47
352247,34
352249,14
352250,1
352255,48
352256,3
352257,32
352259,36
352260,10
352262,1
352265,8
352266,2
352271,127
352273,11
352274,254
352275,1
352276,4
352277,7
352280,44
352281,20
352295,1
352296,25
352298,30
352301,272
352302,272
352306,92
352310,18
352312,6
352313,7
352314,27
352315,33
352316,15
352317,7
352318,49
352319,7
352320,11
352321,28
352322,10
352323,11
352326,428
352328,120
352341,176
352579,26
352580,173
352582,110
352583,26
352588,63
352589,28
352590,32
352591,18
352594,12
352595,20
352596,4
352597,23
352600,20
352601,84
352602,27
352603,24
352604,4
352605,26
352606,1
352608,122
352609,38
352610,4
352611,9
352612,9
352613,5
352614,58
352615,459
352616,57
352618,917
352619,400
352620,192
352622,11
352624,8
352625,3
352627,200
352628,214
352629,7
352630,11
352631,27
352632,243
352634,86
352635,99
352636,124
352637,2
352638,31
352639,14
352640,77
352641,6
352642,4
352643,4
352644,9
352646,87
352647,1
352649,5
352650,10
352651,8
352652,17
352653,7
352656,14
352663,18
352665,60
352666,30
352667,52
352669,346
352671,13
352672,36
352674,82
352675,12
352676,4
352677,7
352678,13
352679,14
352680,14
352681,11
352682,32
352683,539
352685,34
352686,10
352687,2
352689,204
352690,21
352691,175
352692,419
352693,278
352694,249
352695,4
352696,15
352697,1
352698,5
352699,10
352701,6
352702,84
352703,12
352704,69
352705,15
352706,1
352708,31
352709,7
352710,20
352712,3
352713,3
352714,29
352715,19
352717,26
352718,12
352719,6
352720,8
352721,7
352723,1
352724,9
352725,24
352727,52
352728,53
352729,53
352731,7
352732,56
352733,1
352736,1
352737,98
352738,4
352739,2
352740,3
352741,10
352742,7
352743,48
352745,38
352746,72
352747,5
352748,110
352749,335
352750,8
352751,4
352752,1
352754,3
352755,29
352756,86
352757,20
352758,18
352759,118
352760,47
352762,45
352763,15
352764,26
352767,26
352768,2
352769,2
352897,4
352898,76
352899,61
352900,53
352901,53
352902,10
352903,41
352904,15
352905,8
352906,10
352907,1
352909,118
352910,527
352911,523
352912,6
352913,16
352914,86
352915,4
352916,4
352917,9
352918,50
352919,10
352920,11
352921,5
352922,3
352923,26
352924,824
352926,526
352927,35
352928,29
352929,18
352930,16
352931,18
352932,17
352933,5
352934,55
352935,72
352936,22
352937,8
352938,359
352939,11
352940,6
352969,2
352975,25
352976,1
352977,29
352978,1
352980,5
352981,3
352982,2
352983,2
352984,4
352985,5
352988,1
352993,19
352994,64
352995,3
352996,5
352997,2
352998,1
353001,5
353002,4
353003,5
353004,2
353005,4
353008,4
353009,3
353011,26
353012,4
353013,2
353021,10
353028,7
353030,2
353031,3
353038,5
353039,21
353040,7
353041,2
353042,13
353043,1
353044,2
353046,1
353047,25
353048,2
353049,12
353051,1
353053,1
353058,986
353059,306
353060,58
353061,101
353062,164
353063,103
353064,35
353065,210
353066,139
353067,49
353068,15
353069,76
353070,2
353072,4
353073,16
353074,4
353075,1
353076,35
353077,121
353078,106
353079,9
353082,66
353083,965
353084,335
353085,286
353086,410
353087,13
353088,54
353089,96
353090,109
353091,27
353092,10
353093,18
353094,26
353095,2
353096,12
353097,36
353098,30
353099,9
353100,22
353101,10
353102,20
353103,8
353104,50
353105,1292
353106,16
353107,49
353108,302
353111,5
353114,185
353115,35
353116,76
353117,2
353118,538
353119,91
353120,470
353122,176
353123,75
353124,32
353125,24
353126,9
353127,34
353128,2
353130,2
353131,3
353132,31
353133,60
353137,12
353138,6
353145,7
353146,6
353163,2
353165,1
353170,7
353173,81
353174,9
353175,35
353177,1
353179,37
353180,8
353183,32
353184,5
353189,56
353195,28
353196,2
353197,3
353199,43
353200,1
353203,9
353204,92
353205,16
353207,1
353208,2
353209,13
353212,1
353219,2
353220,13
353221,6
353223,2
353224,12
353225,4
353227,15
353229,2
353231,4
353232,2
353234,10
353235,1
353236,1
353243,4
353244,2
353245,1
353246,1
353248,22
353253,5
353255,1
353256,1
353260,69
353261,8
353262,8
353264,18
353266,32
353267,17
353268,20
353269,18
353270,127
353272,1
353273,158
353274,42
353275,13
353276,27
353277,12
353278,22
353279,85
353280,30
353282,33
353283,61
353285,343
353286,57
353287,682
353288,260
353289,221
353290,34
353291,145
353292,45
353293,15
353294,42
353295,39
353296,41
353297,142
353298,71
353299,13
353302,10
353304,14
353305,6
353307,12
353308,1
353309,1
353310,17
353311,383
353312,130
353315,6
353316,37
353320,28
353321,35
353322,124
353323,28
353324,9
353325,43
353326,19
353327,13
353328,3
353329,3
353330,7
353331,4
353332,22
353334,5
353335,6
353336,1
353337,3
353341,9
353343,1
353346,1
353347,8
353348,8
353349,3
353351,7
353352,9
353353,2
353358,5
353359,2
353360,9
353361,6
353362,1
353363,1
353366,3
353367,5
353371,9
353373,11
353374,8
353375,19
353380,1
353381,29
353382,6
353383,6
353384,2
353388,2
353392,9
353393,4
353397,9
353400,7
353402,4
353403,6
353404,4
353405,3
353409,2
353411,3
353412,2
353415,20
353416,1
353417,1
353418,2
353426,2
353427,51
353429,9
353430,6
353432,47
353433,25
353438,13
353439,1
353441,11
353442,22
353443,6
353444,2
353445,2
353447,8
353448,1
353449,1
353450,6
353451,14
353453,4
353454,9
353455,7
353456,2
353457,13
353459,3
353462,1
353464,2
353467,8
353468,3
353470,1
353471,2
353472,1
353476,2
353477,3
353478,11
353480,22
353481,40
353482,15
353483,12
353484,1
353485,7
353486,7
353487,1
353488,1
353495,3
353499,4
353500,4
353501,3
353502,1
353506,6
353507,6
353508,2
353509,1
353510,1
353514,3
353515,4
353516,3
353517,1
353519,1
353520,1
353525,2
353526,2
353528,1
353622,27
353623,1
353626,9
353627,23
353629,1
353633,48
353634,188
353635,33
353636,12
353637,36
353638,2
353639,2
353640,6
353641,38
353642,9
353644,57
353645,110
353646,2
353648,8
353652,35
353653,9
353654,5
353655,1
353657,11
353658,31
353659,16
353660,38
353661,11
353671,10
353672,3
353673,6
353674,6
353675,14
353676,8
353681,18
353682,5
353683,5
353780,17
353781,1
353783,8
353785,10
353786,5
353787,10
353788,54
353789,82
353790,129
353791,28
353792,34
353793,51
353794,43
353795,181
353797,517
353798,146
353799,122
353800,16
353801,230
353803,56
353804,9
353805,218
353806,71
353807,109
353808,65
353809,86
353811,9
353812,38
353813,8
353815,68
353816,69
353818,1
353819,5
353820,22
353821,13
353822,24
353824,17
353825,14
353826,2
353827,24
353828,91
353831,20
353832,3
353833,2
353834,25
353835,81
353838,15
353841,58
353842,125
353843,38
353844,69
353845,1
353847,6
353848,60
353849,203
353850,1
353853,22
353854,32
353855,4
353856,12
354069,1
354070,1
354072,1
354073,1
354074,2
354075,5
354076,7
354077,16
354081,8
354083,3
354085,24
354087,4
354088,4
354089,5
354093,6
354094,46
354095,22
354096,4
354097,3
354098,11
354099,7
354101,34
354102,6
354103,11
354104,14
354105,7
354106,7
354108,44
354109,77
354110,13
354112,22
354113,12
354114,8
354115,7
354116,2
354117,3
354122,9
354123,15
354127,9
354128,9
354130,2
354131,89
354132,251
354133,82
354134,101
354135,52
354136,49
354137,46
354138,7
354139,10
354141,7
354146,34
354147,3
354148,218
354149,51
354150,44
354151,9
354152,7
354153,22
354155,26
354157,7
354159,5
354160,40
354162,56
354165,2
354166,13
354168,7
354169,1
354170,19
354171,37
354172,4
354173,30
354174,9
354176,61
354177,35
354178,87
354179,21
354180,3
354181,7
354182,2
354185,38
354187,4
354188,10
354191,2
354192,2
354193,8
354194,7
354195,27
354197,11
354198,63
354199,2
354200,1
354201,35
354204,9
354205,3
354206,5
354207,12
354208,138
354209,29
354210,38
354211,20
354212,90
354213,2
354214,91
354215,6
354216,7
354217,55
354219,20
354220,12
354225,7
354226,55
354227,6
354228,19
354229,37
354230,12
354231,189
354232,6
354233,1
354235,40
354241,2
354249,113
354250,53
354251,6
354252,29
354303,1
354304,2
354313,4
354316,10
354317,4
354318,2
354319,2
354325,4
354326,6
354327,8
354333,2
354334,50
354335,42
354336,11
354337,3
354339,9
354340,15
354343,2
354344,10
354345,43
354346,18
354347,8
354349,2
354351,1
354352,6
354353,2
354361,17
354362,3
354364,3
354365,18
354366,4
354367,2
354368,14
354369,9
354370,17
354373,13
354374,12
354375,14
354378,13
354379,23
354381,5
354382,1
354384,5
354385,28
354386,2
354387,9
354388,8
354391,8
354392,3
354395,6
354397,1
354398,12
354399,2
354400,5
354402,1
354403,3
354404,13
354406,59
354408,17
354409,9
354410,11
354415,13
354416,4
354418,1
354419,8
354420,5
354421,7
354422,14
354423,3
354424,10
354429,18
354432,15
354433,22
354434,18
354435,1
354436,60
354437,62
354438,15
354439,23
354440,2
354441,1
354444,1
354447,3
354448,1
354449,1
354452,2
354453,3
354454,9
354456,6
354458,2
354459,3
354461,7
354462,15
354463,5
354464,4
354467,9
354468,11
354469,42
354470,13
354471,30
354472,9
354473,3
354475,3
354477,29
354478,15
354479,4
354480,4
354481,4
354482,2
354483,1
354484,2
354485,1
354486,1
354487,14
354488,5
354489,5
354490,7
354492,58
354493,190
354494,33
354498,26
354499,35
354500,11
354501,7
354502,6
354503,4
354504,11
354505,17
354506,2
354507,16
354508,8
354512,2
354513,80
354514,22
354515,28
354517,2
354523,5
354524,1
354525,25
354527,2
354530,2
354533,12
354534,15
354537,22
354538,2
354541,1
354543,1
354545,62
354546,574
354547,316
354548,47
354549,332
354550,72
354551,78
354552,34
354554,121
354555,88
354556,193
354557,15
354558,139
354559,32
354560,29
354561,51
354562,33
354563,17
354564,100
354565,506
354566,617
354567,133
354568,105
354569,13
354570,128
354571,19
354572,12
354573,13
354574,32
354575,13
354576,42
354577,49
354578,26
354579,172
354580,563
354581,102
354582,24
354583,83
354584,22
354585,143
354586,933
354587,1336
354588,89
354589,61
354590,32
354591,102
354592,2
354593,31
354596,7
354597,28
354599,74
354600,84
354601,28
354602,7
354603,400
354604,11
354605,34
354609,13
354610,72
354613,2
354614,81
354616,10
354617,36
354619,27
354620,29
354621,2
354623,13
354624,37
354625,52
354627,46
354628,14
354629,7
354630,1
354631,16
354632,11
354633,15
354634,4
354635,10
354636,11
354638,38
354639,215
354641,239
354642,85
354643,1
354644,12
354646,17
354647,1
354648,53
354649,179
354650,39
354651,80
354652,140
354653,14
354658,43
354659,72
354660,37
354661,19
354662,48
354664,19
354668,51
354669,1
354670,21
354672,4
354673,1
354674,10
354677,8
354678,4
354680,1
354681,3
354682,3
354687,4
354688,15
354689,20
354690,20
354691,38
354692,24
354693,1
354703,5
354705,4
354706,3
354707,2
354709,27
354710,4
354713,13
354716,5
354717,3
354718,8
354720,6
354721,3
354725,1
354726,5
354730,1
354736,16
354737,11
354738,2
354739,3
354741,2
354742,7
354743,3
354744,8
354748,6
354751,13
354752,8
354753,8
354754,11
354755,23
354756,5
354757,11
354758,3
354759,12
354760,33
354761,33
354762,147
354763,150
354764,6
354765,7
354766,2
354768,208
354769,49
354770,234
354771,437
354772,8
354773,6
354774,4
354775,9
354776,10
354777,4
354778,36
354779,66
354780,7
354781,68
354782,7
354783,8
354784,11
354785,94
354786,9
354787,36
354788,34
354789,1
354790,28
354791,119
354792,49
354793,34
354794,87
354795,59
354796,271
354797,37
354799,12
354800,1
354801,5
354802,6
354803,6
354804,2
354805,1
354806,12
354807,1
354808,64
354809,20
354810,23
354811,278
354812,165
354813,15
354816,15
354817,4
354819,26
354820,33
354821,65
354822,7
354824,8
354825,5
354826,28
354827,7
354828,192
354829,8
354830,16
354831,19
354832,22
354833,65
354834,6
354835,126
354836,65
354837,249
354838,40
354839,123
354840,28
354841,72
354842,8
354843,8
354844,222
354845,44
354846,74
354847,97
354848,12
354849,50
354850,123
354851,815
354852,160
354853,534
354854,196
354855,86
354856,67
354857,24
354858,535
354859,89
354860,293
354861,15
354862,14
354863,4
354864,28
354865,1
354866,245
354869,111
354870,26
354871,43
354872,19
354875,3
354876,2
354877,6
354878,34
354879,19
354880,66
354881,71
354882,157
354883,448
354884,284
354885,115
354886,7
354887,117
354888,5
354889,9
354890,7
354891,11
354892,157
354893,618
354894,117
354895,32
354896,41
354897,20
354898,19
354899,21
354900,227
354901,114
354902,409
354903,19
354904,41
354905,87
354906,44
354907,30
354908,27
354909,18
354910,37
354911,299
354913,194
354914,5
354915,280
354916,45
354917,25
354918,6
354995,138
354996,173
354997,27
354998,4
355000,29
355002,3
355003,15
355004,39
355005,125
355006,175
355007,61
355008,89
355009,13
355010,64
355011,30
355012,65
355013,285
355014,5
355015,6
355016,4
355017,238
355018,61
355019,283
355020,1450
355021,669
355022,17
355023,32
355024,236
355025,126
355027,12
355028,8
355029,28
355030,11
355031,19
355032,2
355033,948
355034,1253
355035,471
355036,318
355037,105
355038,149
355039,24
355040,10
355041,92
355045,35
355046,10
355047,39
355048,34
355049,10
355050,6
355051,5
355052,1
355054,3
355055,13
355058,714
355059,21
355060,114
355061,542
355062,6
355065,22
355066,43
355067,20
355068,12
355069,59
355071,19
355072,1
355073,5
355074,204
355075,44
355076,12
355077,54
355078,52
355079,32
355087,38
355090,7
355099,5
355105,4
355108,5
355112,27
355117,1
355129,1
355131,10
355148,23
355153,9
355163,4
355167,31
355168,8
355169,6
355170,2
355171,19
355172,1
355173,7
355174,15
355175,2
355176,9
355179,48
355180,149
355181,66
355182,3
355183,2
355184,4
355185,36
355186,15
355187,29
355188,23
355189,1
355191,7
355192,10
355193,40
355196,75
355197,6
355198,41
355199,1
355201,249
355202,175
355203,145
355204,75
355205,72
355208,54
355210,16
355211,27
355213,19
355214,3
355215,25
355216,52
355217,23
355218,16
355219,49
355220,39
355221,18
355222,21
355223,27
355224,53
355225,2
355226,21
355227,66
355228,42
355231,2
355232,8
355233,7
355234,10
355235,5
355237,3
355238,2
355241,2
355242,35
355243,33
355244,20
355245,5
355246,47
355247,83
355248,10
355249,37
355250,10
355251,4
355252,18
355253,57
355254,83
355255,11
355257,7
355258,7
355259,45
355260,7
355261,24
355262,31
355268,61
355269,16
355270,44
355271,9
355272,5
355273,50
355274,177
355276,4
355280,22
355281,109
355282,51
355283,85
355284,4
355285,255
355286,498
355287,40
355288,114
355289,67
355290,19
355291,15
355294,61
